taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun01g172300	+		GDSL-like Lipase/Acylhydrolase superfamily protein	35.40169095	0.347234634	0.278549134	-0.0686855	1.047152819	0.106477098	-0.940675721						
Vigun01g175500	++		P-loop containing nucleoside triphosphate hydrolases superfamily protein	4.721840052	0.932115324	2.82975566	1.897640336	3.46452246	3.437974868	-0.026547591						
Vigun01g175900	+		"Protein of unknown function, DUF584"	7.795856035	1.481884597	1.419076981	-0.062807617	1.476600062	1.610532573	0.133932511						
Vigun01g177400	++		NAD(P)-binding Rossmann-fold superfamily protein	1.413748243	-0.627319766	-0.501739246	0	4.220183278	1.43838832	-2.781794958						
Vigun01g178900	+		Eukaryotic aspartyl protease family protein	99.5174907	-1.021414691	0.036819645	1.058234336	1.30539179	0.73156412	-0.57382767						
Vigun01g179000	+		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	10.5807644	1.179153409	2.477404192	1.298250783	2.654581192	2.846339057	0.191757865						
Vigun01g179100	+	In-amplified	Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	95.04746526	3.928992406	4.791682278	0.862689872	2.485899154	3.632792143	1.146892989	++				-	
Vigun01g179200	+		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family	324.7189693	4.919196235	5.918891906	0.999695671	1.956501738	2.524847106	0.568345368	++				-	
Vigun01g179300	+		NDR1/HIN1-like 1	29.37167898	1.743571259	2.502748168	0.759176909	1.148602044	0.902375688	-0.246226356	+				-	
Vigun01g180400	++		plant U-box 22	278.4444613	8.226478377	8.424854134	0.198375757	3.592744851	3.69091874	0.098173889	++				-	
Vigun01g180900	+		TatD related DNase	39.94909688	-0.258024168	0.195694134	0.453718303	1.043615361	0.70840724	-0.335208121						
Vigun01g182300	+		FASCICLIN-like arabinogalactan protein 17 precursor	92.25515955	1.274441621	1.23327168	-0.041169941	1.002368708	1.009873116	0.007504408	+				-	
Vigun01g182900	+		no annotation	5.518990601	-3.002372263	-0.196627337	2.805744926	2.124347172	1.969721383	-0.154625789						
Vigun01g185000	+		Translation protein SH3-like family protein	530.1300621	-0.305405815	0.300112797	0.605518612	1.040784176	1.35791156	0.317127383						
Vigun01g185100	+		Translation protein SH3-like family protein	1479.241918	-0.223818788	0.503553742	0.72737253	1.166399433	1.52691714	0.360517708						
Vigun01g186300	+		Flavin-containing monooxygenase family protein	34.33594706	0.094331456	0.420353449	0.326021993	2.69580418	3.074333823	0.378529643						
Vigun01g186500	+		Kinase interacting (KIP1-like) family protein	168.0917184	0.549862717	0.745149352	0.195286635	1.226464362	1.399770771	0.173306409						
Vigun01g186800	+		no annotation	145.5882889	1.806705224	3.468786194	1.66208097	1.479600683	2.141434145	0.661833462	+	In-amplified			-	
Vigun01g186900	+		no annotation	239.5703708	0.330394535	0.138530034	-0.191864501	1.65673884	1.336804836	-0.319934004						
Vigun01g187900	++		Phototropic-responsive NPH3 family protein	4.882511545	-0.627315997	1.992262639	2.619578636	5.552859314	4.608805124	-0.94405419						
Vigun01g188700	+		cullin 1	8.849533143	2.307260402	1.513736728	-0.793523674	1.729408153	1.721865478	-0.007542674	+				-	
Vigun01g190500	++		TSPO(outer membrane tryptophan-rich sensory protein)-related	113.853561	6.642091688	6.483064183	-0.159027505	3.442356501	4.226255718	0.783899217	++				-	
Vigun01g190900	+		Transducin/WD40 repeat-like superfamily protein	47.64186499	0.094831228	0.18834586	0.093514632	1.552221537	1.772274454	0.220052917						
Vigun01g191300	+		SPX (SYG1/Pho81/XPR1) domain-containing protein	135.073984	1.449321794	1.73063926	0.281317466	1.971878412	2.639209128	0.667330716	+				-	
Vigun01g192400	++	In-amplified	senescence-associated gene 21	397.1399179	2.643219185	2.250919716	-0.392299468	5.379660635	7.954930658	2.575270023	+				-	
Vigun01g192700	+		Ribosomal protein L18e/L15 superfamily protein	351.2610783	-0.624629855	0.421552443	1.046182298	1.226793246	1.46121029	0.234417044		In-accelerated				
Vigun01g192900	+		RNA-binding KH domain-containing protein	72.16707605	0.528145651	0.523648351	-0.004497299	1.766080632	1.626442957	-0.139637675						
Vigun01g193000	+		AtL5	28.27261395	3.354833558	2.564414492	-0.790419066	2.104124858	2.703757163	0.599632305	++				-	
Vigun01g193400	++		Plant invertase/pectin methylesterase inhibitor superfamily	21.14793599	-2.890716671	1.865173954	4.755890625	4.77857851	5.214289298	0.435710787		In-accelerated				
Vigun01g193700	+		Plant invertase/pectin methylesterase inhibitor superfamily	15.10252852	-0.526735432	-0.618911741	-0.092176309	1.52733905	0.273061679	-1.254277371						
Vigun01g195200	+		galacturonosyltransferase-like 7	88.71793785	-0.460725248	0.322878498	0.783603747	1.268818138	0.744264068	-0.52455407						
Vigun01g196000	+		DNAJ heat shock family protein	222.5574051	1.633514961	1.260703607	-0.372811355	2.328663377	1.968113092	-0.360550285	+				-	
Vigun01g196200	+		Heat shock protein DnaJ with tetratricopeptide repeat	181.5604898	0.098107411	0.693609616	0.595502205	1.218307672	0.958969252	-0.25933842						
Vigun01g196800	+		Minichromosome maintenance (MCM2/3/5) family protein	24.46177904	-2.95313315	-0.881735768	2.071397382	1.459620607	1.904730337	0.44510973						
Vigun01g198600	++		WRKY DNA-binding protein 23	46.32441683	3.567959881	3.967328351	0.39936847	4.220377528	4.752459833	0.532082305	++				-	
Vigun01g200400	++	In-amplified	NAD(P)-binding Rossmann-fold superfamily protein	225.7760341	0.599151041	2.833827488	2.234676447	7.164200944	8.184671856	1.020470912		In-accelerated				
Vigun01g201000	+		S-adenosylmethionine synthetase 2	1068.006588	2.570608186	2.730386626	0.15977844	1.798524667	2.174457497	0.37593283	+				-	
Vigun01g201100	+		S-adenosylmethionine synthetase 2	1050.142952	2.297021546	2.060545507	-0.236476039	1.234367629	1.194205513	-0.040162116	+				-	
Vigun01g202700	+		Pectin lyase-like superfamily protein	19.93601269	-0.527870318	-0.521887533	0.005982785	2.285090897	1.556681317	-0.728409579						
Vigun01g203100	++		phytochrome interacting factor 3	2.847587304	3.431308705	0.940953692	-2.490355013	4.463805674	5.314462357	0.850656683						
Vigun01g204500	+		Cysteine proteinases superfamily protein	2579.098633	-0.319286844	-0.321987243	-0.002700399	1.413797024	1.360317792	-0.053479232						
Vigun01g205000	+		"cytochrome P450, family 72, subfamily A, polypeptide 7"	16.66825225	0.071077686	0.133009635	0.061931949	1.641782211	1.773223182	0.131440971						
Vigun01g205100	+		no annotation	4.599753259	1.135933982	1.530071807	0.394137826	2.495810147	2.672490872	0.176680725						
Vigun01g205700	+		nitrate transporter 1:2	36.91555421	-1.003201289	-0.794948711	0.208252578	1.12761031	0.358049121	-0.769561189						
Vigun01g206000	+		phytochrome interacting factor 3	8.077248537	0.63699382	0.836578697	0.199584877	2.117101649	1.951419503	-0.165682146						
Vigun01g209000	+		AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1	5.768595306	3.659308584	4.531532709	0.872224125	2.7195458	3.50150075	0.78195495	++				-	
Vigun01g210900	+		Cam-binding protein 60-like G	28.47903477	3.978047021	3.743138983	-0.234908038	1.466687882	1.379681855	-0.087006027	++				-	
Vigun01g211200	+		importin alpha isoform 2	285.7367686	-0.257062255	0.02698733	0.284049585	1.20441433	1.628886956	0.424472626						
Vigun01g211300	+		GATA transcription factor 16	11.80664962	-0.127602122	0.206407403	0.334009525	2.076193185	1.917394397	-0.158798787						
Vigun01g212400	+		no annotation	15.30029412	-0.601422237	-0.475656167	0.125766071	1.357854266	1.464228999	0.106374732						
Vigun01g213300	++		gamete expressed protein 1	7.526546538	1.509130398	2.229256813	0.720126416	6.550540895	6.561965792	0.011424897						
Vigun01g213500	+		ARM repeat superfamily protein	101.7028007	6.002322916	6.257084524	0.254761608	2.579681163	2.315153348	-0.264527815	++				-	
Vigun01g213800	+		Signal peptidase subunit	38.51556091	-0.363731592	-0.192140494	0.171591098	1.249374234	0.885103894	-0.36427034						
Vigun01g214200	+		Eukaryotic aspartyl protease family protein	105.9109652	1.631801487	1.848997855	0.217196368	1.104157519	0.715304951	-0.388852569	+				-	
Vigun01g215300	+		alpha/beta-Hydrolases superfamily protein	60.45536757	1.139105943	1.36047671	0.221370767	1.436777174	1.74644164	0.309664466	+				-	
Vigun01g217100	+	In-amplified	no annotation	35.83638757	3.255620903	4.028606723	0.77298582	1.754478048	3.28827199	1.533793943	++				-	
Vigun01g218800	++		Eukaryotic aspartyl protease family protein	10.68413762	2.55121634	4.567235101	2.01601876	4.216139355	5.732892677	1.516753322						
Vigun01g219500	+		NAD(P)-binding Rossmann-fold superfamily protein	240.6010427	-1.163978883	-0.368292705	0.795686177	1.779305543	1.108971387	-0.670334156						
Vigun01g220700	+		highly ABA-induced PP2C gene 2	85.56064558	2.07453697	1.714191134	-0.360345837	1.318257661	0.806578536	-0.511679125	+				-	
Vigun01g221100	++		Regulator of chromosome condensation (RCC1) family protein	4.55424495	5.370591897	5.011393798	-0.359198099	4.130886316	4.805921425	0.675035109	++				-	
Vigun01g221200	+		Protein kinase family protein	29.43458188	1.195755374	1.420701868	0.224946493	1.201470121	1.72312803	0.521657909	+				-	
Vigun01g221400	+		Glucose-1-phosphate adenylyltransferase family protein	108.4144333	0.204315538	0.597335374	0.393019835	1.119625097	1.19826235	0.078637253						
Vigun01g222300	+		Subtilase family protein	280.1669996	0.638461375	0.793552364	0.155090989	1.152386629	-0.404788755	-1.557175385				In-specific		
Vigun01g222600	+		maternal effect embryo arrest 60	34.44814784	1.28438606	1.561624294	0.277238234	1.433412209	0.931856859	-0.50155535	+				-	
Vigun01g222900	+		no annotation	14.30904478	-0.329753596	-0.284916601	0.044836995	1.121196905	0.914081303	-0.207115603						
Vigun01g223100	+		UDP-Glycosyltransferase superfamily protein	206.0583655	1.662697376	2.20082341	0.538126034	1.045341164	1.383282768	0.337941604	+				-	
Vigun01g223600	+		Nucleotide-sugar transporter family protein	122.8799998	2.048450729	2.550537723	0.502086994	1.433615624	1.349904677	-0.083710947	+				-	
Vigun01g225000	++		HXXXD-type acyl-transferase family protein	3.149199343	0.815369818	1.63755166	0.822181842	4.148464098	5.890401392	1.741937295						
Vigun01g225100	+		HXXXD-type acyl-transferase family protein	13.55786722	-0.201267692	1.377408377	1.578676069	2.340279677	3.647139475	1.306859798						
Vigun01g225300	+	In-amplified	WUSCHEL related homeobox 5	7.671934343	1.826834824	3.106116486	1.279281661	2.621942867	4.212682514	1.590739647						
Vigun01g225400	+		eukaryotic translation initiation factor 2	141.1773785	0.159336717	0.271087624	0.111750908	1.050015668	1.097179522	0.047163854						
Vigun01g227100	+		GINS complex protein	33.73367788	1.282403621	1.355726594	0.073322973	1.518478817	1.124462905	-0.394015912	+				-	
Vigun01g227200	++		Protein of unknown function (DUF1313)	46.44009728	-0.006922039	1.060053729	1.066975768	5.615055515	5.591505129	-0.023550386						
Vigun01g227600	+		phospholipase C 2	45.84414329	0.875163563	1.679742448	0.804578885	1.07710002	0.967841048	-0.109258972						
Vigun01g227900	+		CRINKLY4 related 3	180.0633304	3.72076959	4.269191241	0.548421651	1.502367448	1.726362816	0.223995367	++				-	
Vigun01g228000	+	In-amplified	no annotation	16.97266792	3.861177184	4.623203538	0.762026355	2.171625563	3.418753992	1.247128429	++				-	
Vigun01g228700	+		Plant protein of unknown function (DUF828)	25.13185871	0.034113153	-0.282283739	-0.316396892	1.364216767	1.612294181	0.248077414						
Vigun01g230300	+		Eukaryotic translation initiation factor 2 subunit 1	281.5472467	-0.216159898	0.283840553	0.50000045	1.201540419	1.222652402	0.021111983						
Vigun01g232100	+		no annotation	178.0062571	-1.590677619	-0.719692404	0.870985215	1.371294508	1.181145858	-0.19014865						
Vigun01g233500	+		Plant protein of unknown function (DUF827)	28.0999761	0.841850455	1.520083934	0.678233479	2.609084989	2.357077339	-0.25200765						
Vigun01g234500	+		binding	77.57536969	0.519384546	0.780551117	0.261166571	1.150936328	1.595813607	0.444877279						
Vigun01g238800	++		no annotation	45.49022931	6.7181552	9.080912164	2.362756964	5.074128232	5.142490311	0.068362079	++	In-amplified			-	
Vigun01g238900	+	In-amplified	S-adenosyl-L-homocysteine hydrolase	10219.39334	-0.274523814	0.497815422	0.772339236	1.613316894	2.672388001	1.059071107						
Vigun01g240600	+		"beta-1,4-N-acetylglucosaminyltransferase family protein"	30.11301131	1.741635609	1.699044725	-0.042590883	1.161606378	0.757841303	-0.403765075	+				-	
Vigun01g243200	++		RPM1-interacting protein 4 (RIN4) family protein	4.229353793	3.672497485	3.337116609	-0.335380876	5.099635669	5.698939685	0.599304016	++				-	
Vigun01g244200	+		Zincin-like metalloproteases family protein	10.13088014	1.037524376	2.015563108	0.978038732	2.721444296	3.092961893	0.371517598						
Vigun01g244600	++		B12D protein	160.71716	1.009133161	2.832392629	1.823259468	7.041002219	7.41100624	0.37000402		In-accelerated				
Vigun01g244700	++		glyceraldehyde-3-phosphate dehydrogenase C subunit 1	1125.741424	0.196318231	0.23714662	0.040828389	3.135840865	3.278355254	0.142514388						
Vigun01g244900	+		DNA polymerase alpha 2	29.33850093	-0.676718935	-0.281709856	0.395009079	1.231303217	1.819554475	0.588251258						
Vigun01g246400	+		Ribosomal protein L22p/L17e family protein	2378.087798	-0.332052582	0.375513415	0.707565997	1.100172	1.249455462	0.149283463						
Vigun01g246700	+		"nuclear factor Y, subunit C13"	9.80749734	-2.614830015	-2.496338235	0.11849178	1.986235883	2.155098174	0.168862292						
Vigun01g246800	+		translocase outer membrane 20-2	37.33365497	-0.528534281	0.468051702	0.996585983	1.108925781	1.354704863	0.245779082						
Vigun01g250900	+		Leucine-rich repeat protein kinase family protein	35.88688835	1.854567315	1.905089948	0.050522633	2.641061718	2.398037725	-0.243023993	+				-	
Vigun01g251600	+		Exostosin family protein	15.44494797	0.185275748	0.37701763	0.191741882	1.300308483	2.256408879	0.956100397						
Vigun01g253500	+		"Nucleic acid-binding, OB-fold-like protein"	5.124784739	0.442759885	1.206611543	0.763851658	2.15458719	2.441904852	0.287317662						
Vigun02g000100	+		Protein of unknown function (DUF677)	28.65589794	1.716937501	2.186996192	0.470058692	1.010896743	1.235118715	0.224221971	+				-	
Vigun02g001400	+		no annotation	169.1179281	-0.040574814	-0.112006793	-0.071431979	1.758842161	1.808147392	0.049305231						
Vigun02g001600	+		Tetratricopeptide repeat (TPR)-like superfamily protein	5.794685133	-0.563005946	1.275690077	1.838696023	2.434642265	2.262252837	-0.172389428						
Vigun02g003100	+		Exostosin family protein	13.31772869	-0.193669945	0.138185224	0.331855168	1.213892278	2.128466272	0.914573993						
Vigun02g004200	+	In-amplified	O-methyltransferase 1	16.80616775	0.404740536	0.053387219	-0.351353317	1.653237248	3.340203526	1.686966278						
Vigun02g004500	+		"cytochrome P450, family 76, subfamily C, polypeptide 4"	17.04831799	-3.005639352	-1.901978454	1.103660898	2.302496096	2.695015855	0.392519758						
Vigun02g005200	+		no annotation	20.21759454	-0.233008655	0.518449294	0.751457949	1.077364067	1.153329817	0.07596575						
Vigun02g005800	+		DNAJ heat shock N-terminal domain-containing protein	273.4473503	-1.056853035	-1.24471653	-0.187863494	1.161735994	0.684366664	-0.47736933						
Vigun02g006300	+		no annotation	18.78896647	0.145144702	0.373007529	0.227862827	1.053672092	0.635550654	-0.418121438						
Vigun02g006600	+		Ribosomal protein S5/Elongation factor G/III/V family protein	67.55096189	0.447969471	0.871989396	0.424019925	1.197690467	1.31449102	0.116800553						
Vigun02g008800	+		cyclin J18	5.75227768	-1.09528578	-0.737238979	0.358046802	1.726760442	0.997880459	-0.728879983						
Vigun02g009700	++		Eukaryotic aspartyl protease family protein	2.893105809	0.815368015	0	-0.595760861	4.842046832	5.473654269	0.631607437						
Vigun02g010800	+		no annotation	8.396529944	-1.755132221	-0.881143804	0.873988418	1.914815734	1.758604948	-0.156210786						
Vigun02g011200	++		extra-large G-protein 1	172.5179319	6.789706311	6.692811969	-0.096894342	3.975400671	3.663792978	-0.311607693	++				-	
Vigun02g012000	++		peroxisomal 3-ketoacyl-CoA thiolase 3	225.7398126	3.170496211	3.609751218	0.439255008	3.130770316	3.76247445	0.631704133	++				-	
Vigun02g012200	++		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	8.169805761	2.786218753	3.971029694	1.184810941	5.046374088	6.187437784	1.141063696						
Vigun02g013000	++		Cupredoxin superfamily protein	3.53977071	0	0	0	5.182003897	5.791015026	0.609011129						
Vigun02g013100	++		Cupredoxin superfamily protein	2.015908229	0	0	0	4.611685083	4.79934322	0.187658137						
Vigun02g013300	++	In-amplified	Protein of unknown function (DUF1645)	27.41812745	1.045700561	2.276713183	1.231012622	3.090559261	4.282603417	1.192044157						
Vigun02g014100	+		GRAM domain-containing protein / ABA-responsive protein-related	13.00919489	1.121732599	-0.346052504	-1.467785102	2.084534325	1.10444038	-0.980093944						
Vigun02g016700	+		CHASE domain containing histidine kinase protein	5.755987339	-1.240501731	-1.150329874	0.090171857	2.54943965	2.764726795	0.215287145						
Vigun02g020200	+		tolB protein-related	460.3821207	1.677659178	2.02909997	0.351440793	2.820824386	2.258379945	-0.562444441	+				-	
Vigun02g020300	++		nudix hydrolase homolog 18	5.922439187	5.485981364	6.288655014	0.80267365	3.720983174	4.016047074	0.2950639	++				-	
